type,title,country,date_added,release_year,rating,duration,listed_in,description,service
Movie,Kaal,,,2005,PG-13,126,Thriller,"After a series of mysterious deaths,wildlife expert Krish Thapar (John Abraham) is sent to Corbett National Park with his wife Riya (Esha Deol) to investigate the cause of the deaths.They meet a group of friends led by Dev (Vivek Oberoi) who come hunting to the forest.This entire group faces a battle for survival in the midst of spooky locations,mysterious deaths,man-eating tigers and Kaali!",amazon
Movie,John Wayne & Maureen O'Hara in McKlintock! - The Uncut Classic With Bonus Footage,,,1963,PG-13,131,"Comedy,Drama,Western","A pan & scan full screen version in Technicolor, with Behind-The-Scenes Bonus footage at the end. Wealthy rancher G.W. McLintock (John Wayne) uses his power & influence in the territory to keep peace between farmers, ranchers, land-grabbers, Indians and corrupt government officials. However, it's his returning wife (Maureen O'Hara) & young daughter (Stephanie Powers) giving him the real trouble!",amazon
Movie,Jean-François and the meaning of life,,,2018,PG-13,85,"Arthouse,Young Adult Audience","A twelve-year-old existentialist kid runs away from home to meet his favorite philosopher, Albert Camus, not knowing he has been dead for fifty years. On his way he finds love and rejection for the first time in his life.",amazon
Movie,Humpty Sharma Ki Dulhania,,,2014,PG-13,131,"Comedy,Drama,Romance","Watch this exciting romantic comedy, where the spirited Kavya and the happy-go-lucky Humpty meet at the most unexpected point of their lives. In no time the effortless warmth within them turns into a tale of love, furthermore steering them through a love roller coaster.",amazon
Movie,Huella: A Rising Voices Film,,,2021,R,14,Thriller,"When the death of her grandmother unleashes a generational curse, a disenchanted flamenco dancer resigned to a desk job is forced to experience the five stages of grief through a visit from her female ancestors, pushing her to finally break the cycle.",amazon
Movie,Hasee Toh Phasee,,,2014,PG-13,135,"Comedy,Drama,International","An Indian romantic comedy about Nikhil (Sidharth Malhotra) who is very committed to his girlfriend Karishma (Adah Sharma), falls in love with her younger sister Meeta (Parineeti Chopra) but is too guilty to follow his heart. Whom will he choose ?",amazon
Movie,Happy Anniversary,,,2021,R,23,Thriller,"Rahul and Leena are throwing an Anniversary party to save their marriage, when an unwanted visitor arrives. A crime takes place but the SHOW must go on.",amazon
Movie,Gumrah,,,1993,PG-13,149,"Action,International,Thriller","Roshni Chadha (Sridevi) is an innocent and humble young woman who has been plagued ever since her childhood about the identity of her father (Anupam Kher) and why he abandoned her and her mother. She becomes a popular singer in Bombay but due to a series of events, she finds herself in a prison in Hong Kong serving a death sentence. Can she get out of this mess?",amazon
Movie,Gretchen - The Tragedy,,,2020,R,10,Drama,"Gretchen, a prisoner of an insane asylum, describes in flashbacks her path from a loving woman to a murderer. Obsessed with the devil.",amazon
Movie,Gori Tere Pyar Mein,,,2013,PG-13,144,"Comedy,Romance","This modern day romance has Sriram Venkat(Imran Khan)in the role of an edgy self-centered fellow who realises he is still in love with his ex-girlfriend Dia (Kareena Kapoor) , whom he had disappointed once. He must become a better version of himself in order to earn her trust and love back. This is the story of Sriram Venkat's journey to win his love back.",amazon
Movie,Galipattam,,,2021,PG-13,86,"Drama,Kids,Special Interest","Prem and Priya as Siblings in a Nuclear family fall prey to the perils of inadvertent use of social media. Parents are lost in their world and have a different outlook regarding the upbringing of their children. The siblings now have to come to terms with life and thankfully they have their grandfather, who pays a visit to their family in the city.",amazon
TV Show,Flying Tiger 2,,,2019,PG-13,1,Action,"A mysterious underworld force is engaging in criminal activities in Hong Kong, causing the city's public safety to become a high-priority issue. Special Duties Unit Chief Commander Lok Kashing (Michael Miu) is authorized by the commissioner to set up a task force designated as A Team, which is to be made up of exceptional police officers.",amazon
Movie,Flames: A Rising Voices Film,,,2021,R,13,Drama,"Two childhood friends find themselves alone in the woods before a high a school graduation party. Soon, unresolved issues and old resentments ignite a forbidden blaze between them.",amazon
Movie,Ee Kathalo Paatralu Kalpitam,,,2021,PG-13,117,"Drama,Thriller","A sincere cop trying to bust a high profile prostitution racket, an aspiring filmmaker trying to make a film based on real-life events, a young actor who wants to make his mark in films, and an ex-model desperate to make a comeback realize that there is a common crime which binds all of them together in the story of Ee Kathalo Pathralu Kalpitham. Who is the black sheep?",amazon
Movie,Eddie Griffin: You Can Tell 'Em I Said It,,,2011,NC-17,82,"Comedy,Special Interest",Eddie Griffin proves once more that he's one of the world's premiere comedic talents in this stand-up special. Eddie unapologetically rips into everything from racial stereotypes to Viagra to the First Lady and will leave you gasping for air as he buzzes around the stage and literally climbs the walls.,amazon
Movie,Duplicate,,,1998,G,165,"Comedy,Thriller","This movie stars Shahrukh Khan in a double role. Bablu is a naive, aspiring chef, who falls in love with Sonia (Juhi Chawla). Things take a turn when an escaped convict Manu, is out of jail and, learns about the existence of his doppelganger Bablu. Manu schemes to kill Bablu so he can take his position as an unsuspecting civilian and begin his revenge.",amazon
Movie,Duniya,India,,1984,G,170,"Drama,International","The story revolves around Mohan (Dilip Kumar), a genuine and conscientious man, who is falsely framed for the murder of his good friend who also happens to be his boss. The trio that killed his friend and framed him are Mohan's fellow employees. He serves his sentence and is finally released after many years and sets out for revenge by going after the ones that caused him his misery.",amazon
Movie,Don't Look Back,,,2011,,82,Drama,"A once gifted writer buries her former life beneath superficiality and greed; however, she is forced to confront her true self when her life is thrown into chaos by the work of his deceased daughter.",amazon
Movie,Derpy Bacon & mEGGz,,,2021,PG-13,54,"Animation,Comedy","Derpy Bacon and mEGGz are the premiere animated hip-hop/breakfast duo in the world. Derpy Bacon is a misunderstood piece of turkey bacon, and mEGGz is a no nonsense egg who hasn't quite broken out her shell yet. Together, they go on wild adventures, meet interesting new characters, all while laying down the phattest beats and dopest rhymes the world has ever had the pleasure of listening to.",amazon
Movie,Crypto Legacy (2021),,,2021,R,72,"Action,Comedy,Horror","A young man fears his family's farm. He catches a strange shadow creature on video. Unwanted attention builds as the video becomes popular in the surnatural circle. A call is made to the Crypto Hunters, a specialized group of investigators. Will the Crypto Hunters get to the bottom of the mystery. Or will they bring more troubles with them.",amazon
Movie,Craig Ferguson: I'm Here To Help,,,2013,NC-17,81,"Arts/Entertainment/Culture,Comedy,Special Interest","Craig Ferguson unleashes his trademark stream-of-consciousness comedy before a sold-out crowd, riffing on fatherhood, Helen of Troy and shark penises. His show's not safe for kids - or the easily offended!",amazon
Movie,Comfort: A Rising Voices Film,,,2021,R,14,Drama,"After an ICE raid, a Nigerian immigrant father must tell his son why his mother is not coming home.",amazon
Movie,Coche Bomba: A Rising Voices Film,,,2021,R,11,Drama,"Eleven-year-old Rosa loves aliens and hates everything else, including her annoying little sister Lu. When a car bomb detonates while she's babysitting, Rosa must bring her sister to safety by convincing her that aliens have arrived to greet them.",amazon
Movie,Cinephile: A Rising Voices Film,,,2021,NC-17,16,Drama,"Determined to portray an authentic depiction of female pleasure for her role in a film, a movie star accepts her therapist's offer for an unconventional treatment and discovers the enigma of desire...",amazon
Movie,Chittibabu,,,2021,R,112,Drama,This story is from 1975 real story narsam pally small village in below 500 houses but village people faces a several problems. But everyone face biggest problem of daily need water usage. At that time a boy from same village try to solve the water problem with help of his friends. What happened to the village is their problems solved ?,amazon
Movie,Chakwa,,,2003,G,131,Thriller,"An Indian engineer (Atul Kulkarni) from America, visits his village on an assignment. There, he gets embroiled in the mystery and suspense surrounding his ancestral house and the mango factory in the village.",amazon
Movie,Brothers,"India,United States",,2015,PG-13,155,"Action,Drama,Sports","Fate makes two estranged brothers, David (Akshay Kumar) and Monty, (Siddarth Malhotra) clash after years of seeking redemption after their mother's accidental death. While his daughter is David's motivation, Monty, the internet sensation will go to any length for glory. Will this fighter brother duo manage to find peace and make up for their past?",amazon
Movie,Boonie Bears: The Big Top Secret,,,2021,G,99,"Animation,Comedy,Kids","When a flood hits, Briar is washed away and ends up in the company of a traveling circus. Now his brother Bramble must embark on a grand journey to bring him home. Both of the Bear Brothers will need to learn the value of family in this wild adventure.",amazon
